VEHICLE_TYPE_CODE_2,BOROUGH,VEHICLE TYPE_CODE_1,CONTRIBUTING_FACTOR_VEHICLE_1
BUS,QUEENS,PASSENGER VEHICLE,Turning Improperly
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Illness
BICYCLE,MANHATTAN,TAXI,Physical Disability
PASSENGER VEHICLE,MANHATTAN,BUS,Failure to Yield Right-of-Way
LIVERY VEHICLE,MANHATTAN,PASSENGER VEHICLE,Aggressive Driving/Road Rage
MOTORCYCLE,MANHATTAN,PASSENGER VEHICLE,Unspecified
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Unsafe Speed
SPORT UTILITY / STATION WAGON,MANHATTAN,UNKNOWN,Unspecified
LIVERY VEHICLE,MANHATTAN,VAN,Fatigued/Drowsy
TAXI,BROOKLYN,TAXI,Failure to Yield Right-of-Way
PASSENGER VEHICLE,BROOKLYN,LIVERY VEHICLE,Backing Unsafely
TAXI,MANHATTAN,PASSENGER VEHICLE,Cell Phone (hands-free)
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Failure to Keep Right
LIVERY VEHICLE,QUEENS,TAXI,Unspecified
PASSENGER VEHICLE,BROOKLYN,TAXI,Alcohol Involvement
SPORT UTILITY / STATION WAGON,MANHATTAN,PASSENGER VEHICLE,Brakes Defective
TAXI,BROOKLYN,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
MOTORCYCLE,QUEENS,PASSENGER VEHICLE,Failure to Yield Right-of-Way
OTHER,BROOKLYN,OTHER,Other Vehicular
SPORT UTILITY / STATION WAGON,QUEENS,TAXI,Unspecified
BUS,MANHATTAN,PASSENGER VEHICLE,Turning Improperly
PASSENGER VEHICLE,QUEENS,PICK-UP TRUCK,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,BRONX,VAN,Unspecified
SPORT UTILITY / STATION WAGON,MANHATTAN,SPORT UTILITY / STATION WAGON,Prescription Medication
OTHER,BROOKLYN,OTHER,Fatigued/Drowsy
UNKNOWN,QUEENS,PASSENGER VEHICLE,Backing Unsafely
PICK-UP TRUCK,MANHATTAN,PASSENGER VEHICLE,Other Vehicular
VAN,MANHATTAN,SPORT UTILITY / STATION WAGON,Outside Car Distraction
SPORT UTILITY / STATION WAGON,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Fatigued/Drowsy
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Driver Inexperience
SPORT UTILITY / STATION WAGON,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
PASSENGER VEHICLE,BRONX,BUS,Unspecified
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
BUS,MANHATTAN,PASSENGER VEHICLE,Other Vehicular
LIVERY VEHICLE,BRONX,PICK-UP TRUCK,Unspecified
MOTORCYCLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Unspecified
SPORT UTILITY / STATION WAGON,MANHATTAN,BUS,Lost Consciousness
SPORT UTILITY / STATION WAGON,MANHATTAN,PASSENGER VEHICLE,Obstruction/Debris
OTHER,STATEN ISLAND,PASSENGER VEHICLE,Unspecified
MOTORCYCLE,MANHATTAN,PASSENGER VEHICLE,Fatigued/Drowsy
BICYCLE,QUEENS,PICK-UP TRUCK,Unspecified
PASSENGER VEHICLE,MANHATTAN,PICK-UP TRUCK,Fatigued/Drowsy
PASSENGER VEHICLE,BROOKLYN,MOTORCYCLE,Outside Car Distraction
UNKNOWN,BROOKLYN,MOTORCYCLE,Unspecified
LIVERY VEHICLE,MANHATTAN,TAXI,Turning Improperly
UNKNOWN,BROOKLYN,SPORT UTILITY / STATION WAGON,Lost Consciousness
PASSENGER VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Backing Unsafely
PASSENGER VEHICLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Driver Inexperience
UNKNOWN,MANHATTAN,PASSENGER VEHICLE,Backing Unsafely
UNKNOWN,STATEN ISLAND,PICK-UP TRUCK,Unspecified
VAN,MANHATTAN,PASSENGER VEHICLE,Driver Inexperience
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Outside Car Distraction
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Physical Disability
OTHER,BRONX,AMBULANCE,Unspecified
LIVERY VEHICLE,BRONX,LIVERY VEHICLE,Other Electronic Device
SPORT UTILITY / STATION WAGON,BROOKLYN,OTHER,Other Vehicular
BICYCLE,BRONX,LIVERY VEHICLE,Unspecified
TAXI,BROOKLYN,BUS,Failure to Yield Right-of-Way
TAXI,MANHATTAN,TAXI,Lost Consciousness
PASSENGER VEHICLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Alcohol Involvement
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,SPORT UTILITY / STATION WAGON,Oversized Vehicle
VAN,BROOKLYN,VAN,Backing Unsafely
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Traffic Control Disregarded
OTHER,BROOKLYN,SPORT UTILITY / STATION WAGON,Turning Improperly
SPORT UTILITY / STATION WAGON,BROOKLYN,LIVERY VEHICLE,Failure to Yield Right-of-Way
PICK-UP TRUCK,MANHATTAN,SPORT UTILITY / STATION WAGON,Outside Car Distraction
MOTORCYCLE,MANHATTAN,PASSENGER VEHICLE,Backing Unsafely
SPORT UTILITY / STATION WAGON,STATEN ISLAND,UNKNOWN,Driver Inattention/Distraction
PASSENGER VEHICLE,MANHATTAN,MOTORCYCLE,Other Vehicular
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Unsafe Speed
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,PASSENGER VEHICLE,Fatigued/Drowsy
PASSENGER VEHICLE,QUEENS,AMBULANCE,Driver Inattention/Distraction
OTHER,QUEENS,PASSENGER VEHICLE,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Alcohol Involvement
PASSENGER VEHICLE,QUEENS,VAN,View Obstructed/Limited
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
VAN,MANHATTAN,PICK-UP TRUCK,Driver Inattention/Distraction
VAN,BROOKLYN,AMBULANCE,Pavement Slippery
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Alcohol Involvement
BUS,MANHATTAN,TAXI,Passenger Distraction
BICYCLE,MANHATTAN,SMALL COM VEH(4 TIRES),Unspecified
SPORT UTILITY / STATION WAGON,BROOKLYN,PICK-UP TRUCK,Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,OTHER,Unspecified
SMALL COM VEH(4 TIRES),QUEENS,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
PASSENGER VEHICLE,QUEENS,SMALL COM VEH(4 TIRES),Lost Consciousness
VAN,BRONX,LIVERY VEHICLE,Backing Unsafely
SMALL COM VEH(4 TIRES),MANHATTAN,TAXI,Backing Unsafely
SMALL COM VEH(4 TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,QUEENS,UNKNOWN,Driver Inattention/Distraction
LIVERY VEHICLE,QUEENS,TAXI,View Obstructed/Limited
BUS,MANHATTAN,BUS,Driver Inattention/Distraction
OTHER,BROOKLYN,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Oversized Vehicle
OTHER,QUEENS,TAXI,Failure to Yield Right-of-Way
LIVERY VEHICLE,MANHATTAN,PASSENGER VEHICLE,Other Vehicular
PASSENGER VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),View Obstructed/Limited
LARGE COM VEH(6 OR MORE TIRES),BROOKLYN,TAXI,Fatigued/Drowsy
BUS,MANHATTAN,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
UNKNOWN,BROOKLYN,MOTORCYCLE,Turning Improperly
TAXI,MANHATTAN,VAN,Driver Inattention/Distraction
UNKNOWN,MANHATTAN,SPORT UTILITY / STATION WAGON,Turning Improperly
SMALL COM VEH(4 TIRES),BRONX,PASSENGER VEHICLE,Driver Inattention/Distraction
BICYCLE,MANHATTAN,TAXI,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,BRONX,VAN,Failure to Yield Right-of-Way
SMALL COM VEH(4 TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Cell Phone (hands-free)
TAXI,QUEENS,PASSENGER VEHICLE,Unspecified
MOTORCYCLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Prescription Medication
VAN,MANHATTAN,VAN,Backing Unsafely
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Following Too Closely
UNKNOWN,BRONX,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
VAN,MANHATTAN,AMBULANCE,Other Vehicular
VAN,MANHATTAN,SPORT UTILITY / STATION WAGON,Alcohol Involvement
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Outside Car Distraction
TAXI,BRONX,BUS,Unspecified
PICK-UP TRUCK,QUEENS,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
OTHER,BROOKLYN,PASSENGER VEHICLE,Other Electronic Device
VAN,QUEENS,TAXI,Driver Inattention/Distraction
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Backing Unsafely
BUS,MANHATTAN,TAXI,Cell Phone (hands-free)
PASSENGER VEHICLE,MANHATTAN,AMBULANCE,Other Vehicular
VAN,MANHATTAN,SMALL COM VEH(4 TIRES),Lost Consciousness
PASSENGER VEHICLE,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
LARGE COM VEH(6 OR MORE TIRES),BRONX,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
PICK-UP TRUCK,QUEENS,PASSENGER VEHICLE,Backing Unsafely
PASSENGER VEHICLE,QUEENS,LIVERY VEHICLE,Prescription Medication
UNKNOWN,MANHATTAN,SPORT UTILITY / STATION WAGON,Backing Unsafely
BICYCLE,QUEENS,PASSENGER VEHICLE,Passenger Distraction
PASSENGER VEHICLE,STATEN ISLAND,PICK-UP TRUCK,Fatigued/Drowsy
BUS,BROOKLYN,PASSENGER VEHICLE,Backing Unsafely
BUS,MANHATTAN,PASSENGER VEHICLE,Outside Car Distraction
LIVERY VEHICLE,MANHATTAN,PASSENGER VEHICLE,Physical Disability
UNKNOWN,BROOKLYN,TAXI,Prescription Medication
BICYCLE,QUEENS,SPORT UTILITY / STATION WAGON,Prescription Medication
PASSENGER VEHICLE,QUEENS,PASSENGER VEHICLE,Headlights Defective
OTHER,STATEN ISLAND,PASSENGER VEHICLE,Backing Unsafely
UNKNOWN,QUEENS,MOTORCYCLE,Driver Inattention/Distraction
SMALL COM VEH(4 TIRES),MANHATTAN,BUS,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Fell Asleep
OTHER,MANHATTAN,TAXI,Lost Consciousness
PASSENGER VEHICLE,BRONX,PASSENGER VEHICLE,Physical Disability
UNKNOWN,QUEENS,SPORT UTILITY / STATION WAGON,Turning Improperly
TAXI,MANHATTAN,LIVERY VEHICLE,Unspecified
PICK-UP TRUCK,MANHATTAN,TAXI,Driver Inexperience
SPORT UTILITY / STATION WAGON,BROOKLYN,UNKNOWN,Lost Consciousness
PASSENGER VEHICLE,QUEENS,UNKNOWN,Lost Consciousness
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,FIRE TRUCK,Unspecified
LIVERY VEHICLE,BRONX,SPORT UTILITY / STATION WAGON,Illness
PASSENGER VEHICLE,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
SPORT UTILITY / STATION WAGON,BROOKLYN,VAN,Fatigued/Drowsy
OTHER,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Traffic Control Disregarded
LARGE COM VEH(6 OR MORE TIRES),QUEENS,VAN,Unspecified
SPORT UTILITY / STATION WAGON,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
PASSENGER VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),Driver Inexperience
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
SMALL COM VEH(4 TIRES),MANHATTAN,PASSENGER VEHICLE,Failure to Yield Right-of-Way
BICYCLE,MANHATTAN,PASSENGER VEHICLE,Backing Unsafely
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,PASSENGER VEHICLE,Traffic Control Disregarded
TAXI,MANHATTAN,BUS,Oversized Vehicle
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,SMALL COM VEH(4 TIRES),Lost Consciousness
SMALL COM VEH(4 TIRES),BRONX,PASSENGER VEHICLE,Outside Car Distraction
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,LIVERY VEHICLE,Traffic Control Disregarded
VAN,BRONX,PASSENGER VEHICLE,Fatigued/Drowsy
SMALL COM VEH(4 TIRES),BROOKLYN,VAN,Lost Consciousness
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,PASSENGER VEHICLE,Lane Marking Improper/Inadequate
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Following Too Closely
PASSENGER VEHICLE,BROOKLYN,FIRE TRUCK,Unspecified
UNKNOWN,BRONX,TAXI,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BRONX,BUS,Fatigued/Drowsy
SMALL COM VEH(4 TIRES),MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Backing Unsafely
UNKNOWN,BROOKLYN,VAN,Driver Inattention/Distraction
VAN,MANHATTAN,PICK-UP TRUCK,Backing Unsafely
AMBULANCE,BROOKLYN,AMBULANCE,Traffic Control Disregarded
PASSENGER VEHICLE,BRONX,TAXI,Driver Inattention/Distraction
UNKNOWN,BROOKLYN,SPORT UTILITY / STATION WAGON,Outside Car Distraction
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Backing Unsafely
SMALL COM VEH(4 TIRES),BRONX,PASSENGER VEHICLE,Backing Unsafely
SPORT UTILITY / STATION WAGON,BRONX,BUS,Unspecified
BUS,MANHATTAN,BUS,Failure to Yield Right-of-Way
OTHER,BROOKLYN,LIVERY VEHICLE,Unspecified
BICYCLE,BRONX,UNKNOWN,Driver Inattention/Distraction
TAXI,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
VAN,MANHATTAN,VAN,Outside Car Distraction
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,MANHATTAN,UNKNOWN,Turning Improperly
PASSENGER VEHICLE,BRONX,BUS,Driver Inattention/Distraction
UNKNOWN,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
SMALL COM VEH(4 TIRES),QUEENS,PASSENGER VEHICLE,Backing Unsafely
VAN,BROOKLYN,OTHER,Failure to Yield Right-of-Way
PICK-UP TRUCK,BROOKLYN,VAN,Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,PASSENGER VEHICLE,Backing Unsafely
PASSENGER VEHICLE,BRONX,PICK-UP TRUCK,Passenger Distraction
SPORT UTILITY / STATION WAGON,MANHATTAN,BUS,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Traffic Control Device Improper/Non-Working
PASSENGER VEHICLE,BROOKLYN,VAN,Traffic Control Disregarded
SPORT UTILITY / STATION WAGON,BRONX,UNKNOWN,Unspecified
BUS,BROOKLYN,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BROOKLYN,SPORT UTILITY / STATION WAGON,Steering Failure
BICYCLE,BROOKLYN,OTHER,Passenger Distraction
BICYCLE,BRONX,BUS,Passenger Distraction
LIVERY VEHICLE,BRONX,FIRE TRUCK,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,BRONX,SPORT UTILITY / STATION WAGON,Driver Inexperience
LIVERY VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Failure to Yield Right-of-Way
SMALL COM VEH(4 TIRES),MANHATTAN,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
BICYCLE,MANHATTAN,TAXI,Illness
PASSENGER VEHICLE,MANHATTAN,BICYCLE,Driver Inattention/Distraction
UNKNOWN,MANHATTAN,LIVERY VEHICLE,Fatigued/Drowsy
BUS,MANHATTAN,TAXI,Turning Improperly
TAXI,MANHATTAN,TAXI,Traffic Control Disregarded
SMALL COM VEH(4 TIRES),BROOKLYN,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
UNKNOWN,MANHATTAN,TAXI,Traffic Control Disregarded
OTHER,MANHATTAN,PASSENGER VEHICLE,Physical Disability
LARGE COM VEH(6 OR MORE TIRES),BRONX,BICYCLE,Alcohol Involvement
PASSENGER VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Lost Consciousness
SPORT UTILITY / STATION WAGON,BRONX,UNKNOWN,Backing Unsafely
PASSENGER VEHICLE,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Fell Asleep
PASSENGER VEHICLE,BROOKLYN,AMBULANCE,Unspecified
SPORT UTILITY / STATION WAGON,BRONX,TAXI,Prescription Medication
BICYCLE,MANHATTAN,TAXI,Lost Consciousness
SPORT UTILITY / STATION WAGON,QUEENS,OTHER,Prescription Medication
PASSENGER VEHICLE,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
SMALL COM VEH(4 TIRES),BRONX,SPORT UTILITY / STATION WAGON,Pavement Slippery
PASSENGER VEHICLE,BROOKLYN,UNKNOWN,Turning Improperly
PASSENGER VEHICLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Aggressive Driving/Road Rage
VAN,MANHATTAN,LIVERY VEHICLE,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Failure to Keep Right
VAN,BRONX,LIVERY VEHICLE,Pavement Slippery
SPORT UTILITY / STATION WAGON,MANHATTAN,PICK-UP TRUCK,Backing Unsafely
LARGE COM VEH(6 OR MORE TIRES),BRONX,PASSENGER VEHICLE,Physical Disability
UNKNOWN,BROOKLYN,SPORT UTILITY / STATION WAGON,Failure to Yield Right-of-Way
LIVERY VEHICLE,MANHATTAN,TAXI,Illness
TAXI,MANHATTAN,SMALL COM VEH(4 TIRES),Driver Inattention/Distraction
VAN,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
VAN,MANHATTAN,PASSENGER VEHICLE,Oversized Vehicle
OTHER,BROOKLYN,VAN,Unspecified
SPORT UTILITY / STATION WAGON,BROOKLYN,BUS,Failure to Yield Right-of-Way
PASSENGER VEHICLE,QUEENS,UNKNOWN,Backing Unsafely
OTHER,BROOKLYN,PICK-UP TRUCK,Unspecified
BICYCLE,MANHATTAN,PICK-UP TRUCK,Unspecified
SPORT UTILITY / STATION WAGON,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Driver Inattention/Distraction
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,LIVERY VEHICLE,Fatigued/Drowsy
OTHER,BROOKLYN,UNKNOWN,Driver Inattention/Distraction
OTHER,MANHATTAN,VAN,Other Vehicular
VAN,MANHATTAN,PASSENGER VEHICLE,Turning Improperly
PASSENGER VEHICLE,QUEENS,OTHER,Prescription Medication
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Other Vehicular
PASSENGER VEHICLE,QUEENS,OTHER,Backing Unsafely
PASSENGER VEHICLE,QUEENS,BUS,Fatigued/Drowsy
PASSENGER VEHICLE,BROOKLYN,SPORT UTILITY / STATION WAGON,Pavement Slippery
VAN,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Backing Unsafely
SPORT UTILITY / STATION WAGON,BRONX,BUS,Driver Inattention/Distraction
MOTORCYCLE,BRONX,BUS,Unspecified
VAN,BRONX,SPORT UTILITY / STATION WAGON,Other Vehicular
VAN,MANHATTAN,LIVERY VEHICLE,Unspecified
PASSENGER VEHICLE,BROOKLYN,SMALL COM VEH(4 TIRES),Prescription Medication
VAN,BROOKLYN,PASSENGER VEHICLE,Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Pavement Slippery
LIVERY VEHICLE,MANHATTAN,LIVERY VEHICLE,Failure to Yield Right-of-Way
BICYCLE,MANHATTAN,LIVERY VEHICLE,Driver Inattention/Distraction
OTHER,BROOKLYN,SPORT UTILITY / STATION WAGON,Alcohol Involvement
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Other Electronic Device
SPORT UTILITY / STATION WAGON,MANHATTAN,LIVERY VEHICLE,Unspecified
PASSENGER VEHICLE,BROOKLYN,OTHER,Turning Improperly
SPORT UTILITY / STATION WAGON,BROOKLYN,PASSENGER VEHICLE,Pavement Slippery
PASSENGER VEHICLE,BRONX,LARGE COM VEH(6 OR MORE TIRES),Oversized Vehicle
UNKNOWN,MANHATTAN,PASSENGER VEHICLE,Driver Inattention/Distraction
LIVERY VEHICLE,MANHATTAN,LIVERY VEHICLE,Lost Consciousness
PASSENGER VEHICLE,BROOKLYN,PASSENGER VEHICLE,Traffic Control Device Improper/Non-Working
OTHER,QUEENS,PASSENGER VEHICLE,Driver Inexperience
PASSENGER VEHICLE,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Prescription Medication
TAXI,BROOKLYN,OTHER,Unspecified
BICYCLE,BROOKLYN,UNKNOWN,Prescription Medication
LIVERY VEHICLE,BROOKLYN,LIVERY VEHICLE,Failure to Yield Right-of-Way
TAXI,MANHATTAN,TAXI,Alcohol Involvement
LIVERY VEHICLE,BRONX,PASSENGER VEHICLE,Pavement Slippery
AMBULANCE,MANHATTAN,SPORT UTILITY / STATION WAGON,Lost Consciousness
TAXI,MANHATTAN,PASSENGER VEHICLE,View Obstructed/Limited
PASSENGER VEHICLE,MANHATTAN,SMALL COM VEH(4 TIRES),Other Vehicular
OTHER,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Physical Disability
BICYCLE,BROOKLYN,OTHER,Unspecified
SMALL COM VEH(4 TIRES),MANHATTAN,TAXI,Physical Disability
LARGE COM VEH(6 OR MORE TIRES),STATEN ISLAND,PASSENGER VEHICLE,Unspecified
PASSENGER VEHICLE,QUEENS,PICK-UP TRUCK,Prescription Medication
UNKNOWN,BRONX,LARGE COM VEH(6 OR MORE TIRES),Unspecified
PASSENGER VEHICLE,MANHATTAN,OTHER,Lost Consciousness
BUS,STATEN ISLAND,PASSENGER VEHICLE,Unspecified
TAXI,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Failure to Yield Right-of-Way
SPORT UTILITY / STATION WAGON,QUEENS,SPORT UTILITY / STATION WAGON,Other Vehicular
BUS,QUEENS,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
SPORT UTILITY / STATION WAGON,BROOKLYN,LIVERY VEHICLE,Pavement Slippery
PASSENGER VEHICLE,STATEN ISLAND,FIRE TRUCK,Unspecified
OTHER,QUEENS,SPORT UTILITY / STATION WAGON,Brakes Defective
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Following Too Closely
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Prescription Medication
SPORT UTILITY / STATION WAGON,QUEENS,SMALL COM VEH(4 TIRES),Driver Inexperience
PASSENGER VEHICLE,QUEENS,LIVERY VEHICLE,Traffic Control Disregarded
PASSENGER VEHICLE,QUEENS,OTHER,Failure to Yield Right-of-Way
PASSENGER VEHICLE,MANHATTAN,OTHER,Other Vehicular
SPORT UTILITY / STATION WAGON,BRONX,BUS,Prescription Medication
OTHER,MANHATTAN,TAXI,Other Vehicular
PASSENGER VEHICLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Other Vehicular
VAN,MANHATTAN,SPORT UTILITY / STATION WAGON,Fatigued/Drowsy
PASSENGER VEHICLE,MANHATTAN,LIVERY VEHICLE,Lost Consciousness
SPORT UTILITY / STATION WAGON,QUEENS,BUS,Prescription Medication
VAN,QUEENS,PASSENGER VEHICLE,Oversized Vehicle
SPORT UTILITY / STATION WAGON,QUEENS,FIRE TRUCK,Unspecified
TAXI,MANHATTAN,VAN,Lost Consciousness
LARGE COM VEH(6 OR MORE TIRES),BRONX,UNKNOWN,Unspecified
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,PASSENGER VEHICLE,Oversized Vehicle
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,PICK-UP TRUCK,Turning Improperly
UNKNOWN,QUEENS,BICYCLE,Unspecified
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Driver Inexperience
UNKNOWN,QUEENS,OTHER,Other Vehicular
VAN,BRONX,VAN,Fatigued/Drowsy
PICK-UP TRUCK,BROOKLYN,PASSENGER VEHICLE,Backing Unsafely
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Other Vehicular
PICK-UP TRUCK,BROOKLYN,SPORT UTILITY / STATION WAGON,Lost Consciousness
UNKNOWN,QUEENS,LARGE COM VEH(6 OR MORE TIRES),Unspecified
PASSENGER VEHICLE,BROOKLYN,VAN,Other Vehicular
OTHER,QUEENS,SPORT UTILITY / STATION WAGON,Prescription Medication
BUS,BROOKLYN,PASSENGER VEHICLE,Aggressive Driving/Road Rage
BUS,BROOKLYN,VAN,Backing Unsafely
LIVERY VEHICLE,MANHATTAN,VAN,Unspecified
SPORT UTILITY / STATION WAGON,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Lost Consciousness
BUS,BROOKLYN,PASSENGER VEHICLE,Driver Inattention/Distraction
SPORT UTILITY / STATION WAGON,QUEENS,PASSENGER VEHICLE,Pavement Slippery
TAXI,MANHATTAN,PASSENGER VEHICLE,Animals Action
VAN,BROOKLYN,PASSENGER VEHICLE,Lost Consciousness
BUS,MANHATTAN,OTHER,Unspecified
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,TAXI,Driver Inattention/Distraction
SMALL COM VEH(4 TIRES),QUEENS,TAXI,Alcohol Involvement
SPORT UTILITY / STATION WAGON,BROOKLYN,PICK-UP TRUCK,Outside Car Distraction
TAXI,QUEENS,TAXI,Lost Consciousness
PASSENGER VEHICLE,MANHATTAN,SPORT UTILITY / STATION WAGON,Windshield Inadequate
SPORT UTILITY / STATION WAGON,BROOKLYN,LARGE COM VEH(6 OR MORE TIRES),Obstruction/Debris
LIVERY VEHICLE,MANHATTAN,LARGE COM VEH(6 OR MORE TIRES),Lost Consciousness
PASSENGER VEHICLE,BRONX,VAN,Failure to Yield Right-of-Way
PASSENGER VEHICLE,MANHATTAN,PASSENGER VEHICLE,Unsafe Lane Changing
LARGE COM VEH(6 OR MORE TIRES),MANHATTAN,SPORT UTILITY / STATION WAGON,Backing Unsafely
SPORT UTILITY / STATION WAGON,BRONX,PASSENGER VEHICLE,Driver Inexperience
BUS,STATEN ISLAND,SPORT UTILITY / STATION WAGON,Unspecified
PASSENGER VEHICLE,MANHATTAN,OTHER,Fatigued/Drowsy
SMALL COM VEH(4 TIRES),MANHATTAN,TAXI,Prescription Medication
PASSENGER VEHICLE,QUEENS,UNKNOWN,Turning Improperly
